时间,经度,维度
2020-07-10 12:33:17,121.4160423,31.1732515
2020-07-10 12:33:18,121.4160415,31.1732512
2020-07-10 12:33:18,121.4160409,31.1732509
2020-07-10 12:33:18,121.4160404,31.1732507
2020-07-10 12:33:18,121.4160401,31.1732505
2020-07-10 12:33:18,121.4160399,31.1732503
2020-07-10 12:33:19,121.41604,31.1732502
2020-07-10 12:33:19,121.41604,31.1732501
2020-07-10 12:33:19,121.4160402,31.17325
2020-07-10 12:33:19,121.4160405,31.17325
2020-07-10 12:33:19,121.4160407,31.1732501
2020-07-10 12:33:20,121.4160409,31.1732501
2020-07-10 12:33:20,121.416041,31.1732502
2020-07-10 12:33:20,121.4160412,31.1732503
2020-07-10 12:33:20,121.4160413,31.1732504
2020-07-10 12:33:20,121.416041,31.1732501
2020-07-10 12:33:21,121.4160389,31.1732495
2020-07-10 12:33:21,121.4160346,31.1732481
2020-07-10 12:33:21,121.4160281,31.1732459
2020-07-10 12:33:21,121.4160195,31.1732429
2020-07-10 12:33:21,121.4160088,31.1732392
2020-07-10 12:33:22,121.4159815,31.1732299
2020-07-10 12:33:22,121.4159276,31.1732112
2020-07-10 12:33:23,121.4159066,31.1732041
2020-07-10 12:33:23,121.4158842,31.1731964
2020-07-10 12:33:23,121.4158606,31.1731884
2020-07-10 12:33:23,121.4158358,31.17318
2020-07-10 12:33:23,121.41581,31.1731713
2020-07-10 12:33:24,121.4157832,31.1731622
2020-07-10 12:33:24,121.4157553,31.173153
2020-07-10 12:33:24,121.4157268,31.1731435
2020-07-10 12:33:24,121.4156975,31.1731338
2020-07-10 12:33:24,121.4156676,31.1731239
2020-07-10 12:33:25,121.415637,31.1731139
2020-07-10 12:33:25,121.4156058,31.1731036
2020-07-10 12:33:25,121.415574,31.1730934
2020-07-10 12:33:25,121.4155418,31.1730831
2020-07-10 12:33:25,121.415509,31.1730729
2020-07-10 12:33:26,121.4154757,31.1730631
2020-07-10 12:33:26,121.4154418,31.1730536
2020-07-10 12:33:26,121.4154077,31.1730444
2020-07-10 12:33:26,121.4153731,31.1730357
2020-07-10 12:33:26,121.4153382,31.1730274
2020-07-10 12:33:27,121.415303,31.1730196
2020-07-10 12:33:29,121.4149019,31.1729588
2020-07-10 12:33:29,121.4148645,31.1729549
2020-07-10 12:33:29,121.4148272,31.1729513
2020-07-10 12:33:29,121.4147898,31.1729478
2020-07-10 12:33:30,121.4147524,31.1729444
2020-07-10 12:33:30,121.4147151,31.1729409
2020-07-10 12:33:30,121.4146777,31.1729373
2020-07-10 12:33:30,121.4146404,31.1729335
2020-07-10 12:33:30,121.4146032,31.1729295
2020-07-10 12:33:31,121.4145658,31.1729254
2020-07-10 12:33:31,121.4145285,31.172921
2020-07-10 12:33:31,121.4144912,31.1729165
2020-07-10 12:33:31,121.4144539,31.1729117
2020-07-10 12:33:32,121.4144165,31.1729067
2020-07-10 12:33:32,121.4143792,31.1729016
2020-07-10 12:33:32,121.4143419,31.1728964
2020-07-10 12:33:32,121.4143048,31.1728909
2020-07-10 12:33:32,121.4142677,31.1728853
2020-07-10 12:33:32,121.4142307,31.1728796
2020-07-10 12:33:33,121.4141937,31.1728738
2020-07-10 12:33:33,121.4141567,31.1728679
2020-07-10 12:33:33,121.4141199,31.1728619
2020-07-10 12:33:33,121.4140829,31.1728557
2020-07-10 12:33:33,121.4140462,31.1728495
2020-07-10 12:33:34,121.4140095,31.1728432
2020-07-10 12:33:40,121.412772,31.172614
2020-07-10 12:33:41,121.4127362,31.1726071
2020-07-10 12:33:41,121.4127004,31.1726002
2020-07-10 12:33:41,121.4126647,31.1725933
2020-07-10 12:33:41,121.412629,31.1725865
2020-07-10 12:33:41,121.4125931,31.1725797
2020-07-10 12:33:42,121.4125212,31.1725662
2020-07-10 12:33:42,121.4124853,31.1725595
2020-07-10 12:33:42,121.4124493,31.1725528
2020-07-10 12:33:43,121.4124132,31.1725461
2020-07-10 12:33:43,121.4123771,31.1725394
2020-07-10 12:33:43,121.412341,31.1725327
2020-07-10 12:33:43,121.4123049,31.1725261
2020-07-10 12:33:43,121.4122687,31.1725194
2020-07-10 12:33:44,121.4122325,31.1725128
2020-07-10 12:33:44,121.4121963,31.1725061
2020-07-10 12:33:44,121.41216,31.1724994
2020-07-10 12:33:44,121.4121237,31.1724927
2020-07-10 12:33:44,121.4120874,31.1724859
2020-07-10 12:33:45,121.4120511,31.1724793
2020-07-10 12:33:45,121.4119785,31.1724661
2020-07-10 12:33:45,121.4119424,31.1724596
2020-07-10 12:33:45,121.4119062,31.1724531
2020-07-10 12:33:45,121.4118701,31.1724466
2020-07-10 12:33:46,121.411834,31.1724401
2020-07-10 12:33:46,121.4117979,31.1724335
2020-07-10 12:33:46,121.4117618,31.172427
2020-07-10 12:33:46,121.4117257,31.1724205
2020-07-10 12:33:46,121.4116896,31.1724139
2020-07-10 12:33:47,121.4116535,31.1724074
2020-07-10 12:33:47,121.4116174,31.1724009
2020-07-10 12:33:47,121.4115815,31.1723945
2020-07-10 12:33:47,121.4115463,31.1723882
2020-07-10 12:33:47,121.4115119,31.172382
2020-07-10 12:33:48,121.4114784,31.172376
2020-07-10 12:33:48,121.4114461,31.1723702
2020-07-10 12:33:48,121.411415,31.1723647
2020-07-10 12:33:48,121.411385,31.1723593
2020-07-10 12:33:48,121.4113562,31.1723543
2020-07-10 12:33:49,121.4113289,31.1723496
2020-07-10 12:33:49,121.4113035,31.1723451
2020-07-10 12:33:49,121.4112804,31.1723407
2020-07-10 12:33:49,121.4112422,31.1723328
2020-07-10 12:33:50,121.4112165,31.1723268
2020-07-10 12:33:50,121.4112075,31.1723243
2020-07-10 12:33:50,121.4112007,31.1723219
2020-07-10 12:33:51,121.4111952,31.1723195
2020-07-10 12:33:51,121.4111909,31.172317
2020-07-10 12:33:51,121.4111877,31.1723146
2020-07-10 12:33:51,121.4111854,31.1723122
2020-07-10 12:33:51,121.411184,31.1723095
2020-07-10 12:33:51,121.4111831,31.1723069
2020-07-10 12:33:52,121.4111824,31.1723045
2020-07-10 12:33:52,121.411182,31.1723024
2020-07-10 12:33:52,121.411182,31.1723006
2020-07-10 12:33:52,121.4111824,31.1722995
2020-07-10 12:33:52,121.411183,31.1722992
2020-07-10 12:33:53,121.4111839,31.1722997
2020-07-10 12:33:53,121.4111851,31.1723008
2020-07-10 12:33:53,121.4111867,31.1723027
2020-07-10 12:33:53,121.4111886,31.1723053
2020-07-10 12:33:53,121.4111904,31.1723084
2020-07-10 12:33:54,121.4111923,31.1723122
2020-07-10 12:33:54,121.4111942,31.1723164
2020-07-10 12:33:54,121.4111963,31.172321
2020-07-10 12:33:54,121.4111983,31.1723261
2020-07-10 12:33:54,121.4112005,31.1723314
2020-07-10 12:33:55,121.4112024,31.1723371
2020-07-10 12:33:55,121.4112045,31.172343
2020-07-10 12:33:55,121.4112064,31.1723491
2020-07-10 12:33:55,121.4112082,31.1723555
2020-07-10 12:33:55,121.4112101,31.1723621
2020-07-10 12:33:56,121.4112119,31.1723688
2020-07-10 12:33:56,121.4112136,31.1723756
2020-07-10 12:33:56,121.4112154,31.1723826
2020-07-10 12:33:56,121.4112169,31.1723895
2020-07-10 12:33:56,121.4112184,31.1723967
2020-07-10 12:33:57,121.4112197,31.1724039
2020-07-10 12:33:57,121.411221,31.1724113
2020-07-10 12:33:57,121.4112223,31.1724189
2020-07-10 12:33:57,121.4112238,31.1724265
2020-07-10 12:33:57,121.4112254,31.1724343
2020-07-10 12:33:58,121.4112272,31.1724421
2020-07-10 12:33:58,121.4112292,31.17245
2020-07-10 12:33:58,121.4112314,31.172458
2020-07-10 12:33:58,121.4112371,31.172474
2020-07-10 12:33:59,121.4112403,31.172482
2020-07-10 12:33:59,121.4112435,31.1724903
2020-07-10 12:33:59,121.4112465,31.1724986
2020-07-10 12:33:59,121.4112494,31.172507
2020-07-10 12:33:59,121.4112521,31.1725156
2020-07-10 12:34:00,121.4112547,31.1725243
2020-07-10 12:34:00,121.4112573,31.1725331
2020-07-10 12:34:00,121.4112596,31.1725419
2020-07-10 12:34:00,121.4112618,31.1725508
2020-07-10 12:34:01,121.4112638,31.1725598
2020-07-10 12:34:01,121.4112657,31.1725688
2020-07-10 12:34:01,121.4112675,31.172578
2020-07-10 12:34:01,121.4112692,31.1725871
2020-07-10 12:34:01,121.4112707,31.1725963
2020-07-10 12:34:01,121.411272,31.1726055
2020-07-10 12:34:02,121.4112733,31.1726148
2020-07-10 12:34:02,121.4112746,31.1726242
2020-07-10 12:34:02,121.4112758,31.1726335
2020-07-10 12:34:02,121.4112769,31.172643
2020-07-10 12:34:02,121.4112781,31.1726524
2020-07-10 12:34:03,121.4112791,31.1726619
2020-07-10 12:34:03,121.4112801,31.1726713
2020-07-10 12:34:03,121.411281,31.1726808
2020-07-10 12:34:03,121.4112818,31.1726903
2020-07-10 12:34:03,121.4112827,31.1726999
2020-07-10 12:34:04,121.4112835,31.1727095
2020-07-10 12:34:05,121.411287,31.1727578
2020-07-10 12:34:05,121.4112875,31.1727673
2020-07-10 12:34:05,121.411288,31.1727769
2020-07-10 12:34:05,121.4112885,31.1727863
2020-07-10 12:34:05,121.4112889,31.1727958
2020-07-10 12:34:06,121.4112893,31.1728051
2020-07-10 12:34:06,121.4112897,31.1728146
2020-07-10 12:34:06,121.41129,31.172824
2020-07-10 12:34:06,121.4112903,31.1728333
2020-07-10 12:34:06,121.4112905,31.1728426
2020-07-10 12:34:07,121.4112907,31.172852
2020-07-10 12:34:07,121.4112909,31.1728613
2020-07-10 12:34:07,121.4112911,31.1728707
2020-07-10 12:34:07,121.4112912,31.1728799
2020-07-10 12:34:07,121.4112912,31.1728892
2020-07-10 12:34:08,121.4112915,31.1729077
2020-07-10 12:34:08,121.4112916,31.1729169
2020-07-10 12:34:08,121.4112918,31.1729262
2020-07-10 12:34:12,121.4112971,31.1731008
2020-07-10 12:34:12,121.4112978,31.17311
2020-07-10 12:34:13,121.4112985,31.1731192
2020-07-10 12:34:13,121.4112991,31.1731283
2020-07-10 12:34:13,121.4112997,31.1731374
2020-07-10 12:34:13,121.4113002,31.1731464
2020-07-10 12:34:13,121.4113011,31.1731553
2020-07-10 12:34:13,121.4113022,31.1731641
2020-07-10 12:34:14,121.4113034,31.1731729
2020-07-10 12:34:14,121.4113049,31.1731816
2020-07-10 12:34:14,121.4113085,31.173199
2020-07-10 12:34:14,121.4113106,31.1732077
2020-07-10 12:34:15,121.4113129,31.1732165
2020-07-10 12:34:15,121.4113153,31.1732251
2020-07-10 12:34:15,121.4113179,31.1732339
2020-07-10 12:34:15,121.4113208,31.1732427
2020-07-10 12:34:16,121.4113236,31.1732514
2020-07-10 12:34:16,121.4113267,31.1732602
2020-07-10 12:34:16,121.4113297,31.1732689
2020-07-10 12:34:16,121.4113331,31.1732776
2020-07-10 12:34:16,121.4113365,31.1732862
2020-07-10 12:34:17,121.41134,31.1732948
2020-07-10 12:34:17,121.4113436,31.1733035
2020-07-10 12:34:17,121.4113473,31.173312
2020-07-10 12:34:17,121.4113511,31.1733206
2020-07-10 12:34:17,121.4113549,31.1733292
2020-07-10 12:34:17,121.4113587,31.1733378
2020-07-10 12:34:18,121.4113624,31.1733464
2020-07-10 12:34:18,121.4113664,31.173355
2020-07-10 12:34:18,121.4113702,31.1733636
2020-07-10 12:34:18,121.4113741,31.1733722
2020-07-10 12:34:18,121.411378,31.1733807
2020-07-10 12:34:19,121.4113819,31.1733892
2020-07-10 12:34:19,121.4113858,31.1733976
2020-07-10 12:34:19,121.4113897,31.173406
2020-07-10 12:34:19,121.4113976,31.1734227
2020-07-10 12:34:20,121.4114016,31.1734311
2020-07-10 12:34:20,121.4114056,31.1734394
2020-07-10 12:34:20,121.4114097,31.1734476
2020-07-10 12:34:20,121.4114138,31.1734558
2020-07-10 12:34:20,121.4114182,31.1734638
2020-07-10 12:34:21,121.4114232,31.1734716
2020-07-10 12:34:21,121.4114286,31.1734789
2020-07-10 12:34:21,121.4114344,31.1734861
2020-07-10 12:34:21,121.4114407,31.173493
2020-07-10 12:34:21,121.4114474,31.1734997
2020-07-10 12:34:22,121.4114545,31.1735061
2020-07-10 12:34:22,121.411462,31.1735121
2020-07-10 12:34:22,121.4114698,31.1735181
2020-07-10 12:34:22,121.4114776,31.173524
2020-07-10 12:34:22,121.4114853,31.17353
2020-07-10 12:34:23,121.411493,31.1735361
2020-07-10 12:34:23,121.4115004,31.1735423
2020-07-10 12:34:23,121.4115076,31.1735487
2020-07-10 12:34:23,121.4115145,31.1735553
2020-07-10 12:34:23,121.4115213,31.173562
2020-07-10 12:34:24,121.4115279,31.1735689
2020-07-10 12:34:24,121.4115343,31.1735759
2020-07-10 12:34:24,121.4115408,31.1735832
2020-07-10 12:34:24,121.411553,31.1735982
2020-07-10 12:34:25,121.4115591,31.173606
2020-07-10 12:34:25,121.4115653,31.1736136
2020-07-10 12:34:25,121.4115719,31.1736211
2020-07-10 12:34:25,121.4115789,31.1736284
2020-07-10 12:34:25,121.4115861,31.1736355
2020-07-10 12:34:26,121.4115938,31.1736427
2020-07-10 12:34:26,121.4116018,31.1736498
2020-07-10 12:34:26,121.4116101,31.173657
2020-07-10 12:34:26,121.4116188,31.1736641
2020-07-10 12:34:27,121.4116371,31.1736784
2020-07-10 12:34:27,121.4116466,31.1736856
2020-07-10 12:34:27,121.4116564,31.1736927
2020-07-10 12:34:27,121.4116663,31.1737
2020-07-10 12:34:27,121.4116764,31.1737073
2020-07-10 12:34:28,121.4116867,31.1737146
2020-07-10 12:34:28,121.4116971,31.1737222
2020-07-10 12:34:28,121.4117078,31.1737298
2020-07-10 12:34:28,121.4117187,31.1737377
2020-07-10 12:34:28,121.4117299,31.1737457
2020-07-10 12:34:29,121.4117414,31.1737539
2020-07-10 12:34:29,121.4117532,31.1737623
2020-07-10 12:34:29,121.4117651,31.173771
2020-07-10 12:34:29,121.4117773,31.1737798
2020-07-10 12:34:29,121.4117898,31.1737889
2020-07-10 12:34:30,121.4118026,31.1737981
2020-07-10 12:34:30,121.4118157,31.1738078
2020-07-10 12:34:30,121.4118295,31.173818
2020-07-10 12:34:30,121.4118439,31.173829
2020-07-10 12:34:30,121.4118593,31.173841
2020-07-10 12:34:31,121.4118755,31.1738537
2020-07-10 12:34:31,121.4118926,31.1738672
2020-07-10 12:34:31,121.4119104,31.1738816
2020-07-10 12:34:31,121.4119291,31.1738965
2020-07-10 12:34:31,121.4119484,31.1739122
2020-07-10 12:34:32,121.4119683,31.1739283
2020-07-10 12:34:32,121.4119889,31.1739449
2020-07-10 12:34:32,121.4120099,31.1739621
2020-07-10 12:34:32,121.4120312,31.1739796
2020-07-10 12:34:33,121.4120529,31.1739976
2020-07-10 12:34:33,121.4120749,31.174016
2020-07-10 12:34:33,121.41212,31.1740538
2020-07-10 12:34:33,121.412143,31.1740732
2020-07-10 12:34:33,121.4121662,31.1740928
2020-07-10 12:34:34,121.4121896,31.1741125
2020-07-10 12:34:34,121.4122131,31.1741323
2020-07-10 12:34:34,121.4122369,31.174152
2020-07-10 12:34:34,121.4122608,31.1741719
2020-07-10 12:34:34,121.4122848,31.1741918
2020-07-10 12:34:35,121.4123088,31.1742118
2020-07-10 12:34:35,121.412333,31.1742318
2020-07-10 12:34:35,121.4123573,31.1742518
2020-07-10 12:34:35,121.4123817,31.1742718
2020-07-10 12:34:35,121.412406,31.1742918
2020-07-10 12:34:36,121.4124306,31.1743119
2020-07-10 12:34:36,121.4124796,31.1743519
2020-07-10 12:34:36,121.4125041,31.174372
2020-07-10 12:34:36,121.4125282,31.1743928
2020-07-10 12:34:37,121.4125501,31.1744152
2020-07-10 12:34:37,121.41257,31.1744383
2020-07-10 12:34:37,121.412588,31.1744619
2020-07-10 12:34:37,121.4126188,31.1745108
2020-07-10 12:34:38,121.4126316,31.174536
2020-07-10 12:34:38,121.4126426,31.1745619
2020-07-10 12:34:38,121.4126524,31.1745882
2020-07-10 12:34:38,121.4126524,31.1745882
2020-07-10 12:34:38,121.4126609,31.174615
2020-07-10 12:34:38,121.4126682,31.1746423
2020-07-10 12:34:39,121.4126745,31.17467
2020-07-10 12:34:39,121.4126796,31.1746981
2020-07-10 12:34:39,121.4126839,31.1747264
2020-07-10 12:34:39,121.4126874,31.1747551
2020-07-10 12:34:39,121.41269,31.1747839
2020-07-10 12:34:40,121.412692,31.1748129
2020-07-10 12:34:40,121.4126932,31.1748422
2020-07-10 12:34:40,121.412694,31.1748717
2020-07-10 12:34:40,121.4126943,31.1749014
2020-07-10 12:34:40,121.4126942,31.1749313
2020-07-10 12:34:41,121.412693,31.1749917
2020-07-10 12:34:41,121.4126918,31.1750223
2020-07-10 12:34:41,121.4126902,31.1750529
2020-07-10 12:34:41,121.4126885,31.1750838
2020-07-10 12:34:42,121.4126864,31.1751148
2020-07-10 12:34:42,121.4126843,31.1751458
2020-07-10 12:34:42,121.4126819,31.1751769
2020-07-10 12:34:42,121.4126795,31.175208
2020-07-10 12:34:43,121.4126771,31.1752391
2020-07-10 12:34:43,121.4126745,31.1752702
2020-07-10 12:34:43,121.4126718,31.1753012
2020-07-10 12:34:43,121.4126687,31.1753324
2020-07-10 12:34:43,121.4126655,31.1753636
2020-07-10 12:34:43,121.4126622,31.1753947
2020-07-10 12:34:44,121.4126586,31.1754258
2020-07-10 12:34:44,121.4126548,31.175457
2020-07-10 12:34:44,121.4126506,31.1754883
2020-07-10 12:34:44,121.4126463,31.1755195
2020-07-10 12:34:44,121.4126419,31.1755508
2020-07-10 12:34:45,121.4126329,31.1756136
2020-07-10 12:34:45,121.4126278,31.1756452
2020-07-10 12:34:45,121.4126209,31.1756768
2020-07-10 12:34:46,121.4126118,31.1757077
2020-07-10 12:34:46,121.4126011,31.1757377
2020-07-10 12:34:46,121.4125888,31.1757668
2020-07-10 12:34:46,121.4125747,31.175795
2020-07-10 12:34:46,121.4125592,31.1758223
2020-07-10 12:34:47,121.412542,31.1758486
2020-07-10 12:34:47,121.4125235,31.175874
2020-07-10 12:34:47,121.4125039,31.1758987
2020-07-10 12:34:47,121.4124833,31.1759227
2020-07-10 12:34:47,121.4124617,31.175946
2020-07-10 12:34:47,121.4124395,31.175969
2020-07-10 12:34:48,121.4124167,31.1759917
2020-07-10 12:34:48,121.4123935,31.1760143
2020-07-10 12:34:48,121.41237,31.1760367
2020-07-10 12:34:48,121.4123462,31.1760592
2020-07-10 12:34:48,121.412322,31.1760816
2020-07-10 12:34:49,121.4122726,31.1761263
2020-07-10 12:34:49,121.4122472,31.1761484
2020-07-10 12:34:49,121.4122214,31.1761705
2020-07-10 12:34:49,121.4121958,31.1761928
2020-07-10 12:34:50,121.4121703,31.1762154
2020-07-10 12:34:50,121.412145,31.1762382
2020-07-10 12:34:50,121.4121199,31.1762613
2020-07-10 12:34:50,121.412095,31.1762846
2020-07-10 12:34:50,121.4120704,31.1763083
2020-07-10 12:34:51,121.412046,31.1763322
2020-07-10 12:34:51,121.4120219,31.1763563
2020-07-10 12:34:51,121.4119983,31.1763802
2020-07-10 12:34:51,121.4119754,31.1764037
2020-07-10 12:34:51,121.4119529,31.1764267
2020-07-10 12:34:52,121.4119314,31.1764492
2020-07-10 12:34:52,121.4119106,31.1764712
2020-07-10 12:34:52,121.4118907,31.1764925
2020-07-10 12:34:52,121.4118714,31.1765131
2020-07-10 12:34:52,121.411853,31.1765331
2020-07-10 12:34:53,121.4118357,31.1765524
2020-07-10 12:34:53,121.4118193,31.1765709
2020-07-10 12:34:53,121.411804,31.1765889
2020-07-10 12:34:53,121.4117898,31.1766063
2020-07-10 12:34:53,121.4117767,31.1766231
2020-07-10 12:34:54,121.4117646,31.1766394
2020-07-10 12:34:54,121.4117536,31.176655
2020-07-10 12:34:54,121.4117435,31.1766698
2020-07-10 12:34:54,121.4117348,31.1766842
2020-07-10 12:34:55,121.4117272,31.176698
2020-07-10 12:34:55,121.4117205,31.1767113
2020-07-10 12:34:55,121.4117147,31.1767242
2020-07-10 12:34:55,121.4117097,31.1767366
2020-07-10 12:34:55,121.4117054,31.1767486
2020-07-10 12:34:55,121.4117018,31.1767602
2020-07-10 12:34:56,121.4116987,31.1767715
2020-07-10 12:34:56,121.4116962,31.1767825
2020-07-10 12:34:56,121.4116943,31.1767931
2020-07-10 12:34:56,121.4116928,31.1768036
2020-07-10 12:34:56,121.4116918,31.1768137
2020-07-10 12:34:57,121.4116913,31.1768236
2020-07-10 12:34:57,121.411691,31.1768333
2020-07-10 12:34:57,121.4116911,31.1768427
2020-07-10 12:34:57,121.4116915,31.176852
2020-07-10 12:34:57,121.4116924,31.1768612
2020-07-10 12:34:58,121.4116936,31.1768701
2020-07-10 12:35:04,121.4117804,31.1771355
2020-07-10 12:35:04,121.411779,31.1771431
2020-07-10 12:35:04,121.4117768,31.1771499
2020-07-10 12:35:05,121.4117739,31.1771561
2020-07-10 12:35:05,121.4117705,31.1771616
2020-07-10 12:35:05,121.4117665,31.1771662
2020-07-10 12:35:05,121.4117626,31.1771695
2020-07-10 12:35:05,121.4117593,31.1771717
2020-07-10 12:35:06,121.4117565,31.1771735
2020-07-10 12:35:06,121.4117542,31.1771745
2020-07-10 12:35:06,121.4117528,31.1771748
2020-07-10 12:35:06,121.4117521,31.1771743
2020-07-10 12:35:06,121.4117522,31.1771733
2020-07-10 12:35:07,121.4117532,31.1771716
2020-07-10 12:35:07,121.4117549,31.1771696
2020-07-10 12:35:07,121.4117573,31.177167
2020-07-10 12:35:07,121.4117604,31.1771641
2020-07-10 12:35:07,121.411764,31.1771609
2020-07-10 12:35:08,121.4117683,31.1771574
2020-07-10 12:35:08,121.411773,31.1771535
2020-07-10 12:35:08,121.411778,31.177149
2020-07-10 12:35:08,121.411783,31.177144
2020-07-10 12:35:08,121.4117883,31.1771387
2020-07-10 12:35:09,121.4117937,31.1771329
2020-07-10 12:35:09,121.4118047,31.1771206
2020-07-10 12:35:09,121.4118103,31.1771139
2020-07-10 12:35:09,121.4118159,31.1771068
2020-07-10 12:35:10,121.4118216,31.1770995
2020-07-10 12:35:10,121.4118273,31.1770919
2020-07-10 12:35:10,121.4118331,31.1770839
2020-07-10 12:35:10,121.4118389,31.1770756
2020-07-10 12:35:14,121.4119629,31.1768733
2020-07-10 12:35:14,121.4119702,31.1768607
2020-07-10 12:35:14,121.4119776,31.1768481
2020-07-10 12:35:15,121.411985,31.1768354
2020-07-10 12:35:15,121.4119926,31.1768225
2020-07-10 12:35:15,121.4120003,31.1768094
